perm,qidx,correct
"[7, 5, 1, 4, 0, 3, 2, 6]",31,0
"[7, 5, 1, 4, 0, 3, 2, 6]",32,0
"[7, 5, 1, 4, 0, 3, 2, 6]",33,1
"[7, 5, 1, 4, 0, 3, 2, 6]",34,1
"[7, 5, 1, 4, 0, 3, 2, 6]",35,1
"[7, 5, 1, 4, 0, 3, 2, 6]",36,0
"[7, 5, 1, 4, 0, 3, 2, 6]",37,1
"[7, 5, 1, 4, 0, 3, 2, 6]",38,0
"[7, 5, 1, 4, 0, 3, 2, 6]",39,0
"[7, 5, 1, 4, 0, 3, 2, 6]",40,0
"[7, 5, 1, 4, 0, 3, 2, 6]",41,0
"[7, 5, 1, 4, 0, 3, 2, 6]",42,0
"[7, 5, 1, 4, 0, 3, 2, 6]",43,1
"[7, 5, 1, 4, 0, 3, 2, 6]",44,0
"[7, 5, 1, 4, 0, 3, 2, 6]",45,0
"[7, 5, 1, 4, 0, 3, 2, 6]",46,1
"[7, 5, 1, 4, 0, 3, 2, 6]",47,1
"[7, 5, 1, 4, 0, 3, 2, 6]",48,1
"[7, 5, 1, 4, 0, 3, 2, 6]",49,0
"[7, 5, 1, 4, 0, 3, 2, 6]",50,1
"[7, 5, 1, 4, 0, 3, 2, 6]",51,1
"[7, 5, 1, 4, 0, 3, 2, 6]",52,0
"[7, 5, 1, 4, 0, 3, 2, 6]",53,1
"[7, 5, 1, 4, 0, 3, 2, 6]",54,0
"[7, 5, 1, 4, 0, 3, 2, 6]",55,0
"[7, 5, 1, 4, 0, 3, 2, 6]",56,0
"[7, 5, 1, 4, 0, 3, 2, 6]",57,0
"[7, 5, 1, 4, 0, 3, 2, 6]",58,1
"[7, 5, 1, 4, 0, 3, 2, 6]",59,0
"[7, 5, 1, 4, 0, 3, 2, 6]",60,0
"[7, 5, 1, 4, 0, 3, 2, 6]",61,1
"[7, 5, 1, 4, 0, 3, 2, 6]",62,0
"[7, 5, 1, 4, 0, 3, 2, 6]",63,1
"[7, 5, 1, 4, 0, 3, 2, 6]",64,0
"[7, 5, 1, 4, 0, 3, 2, 6]",65,0
"[7, 5, 1, 4, 0, 3, 2, 6]",66,1
"[7, 5, 1, 4, 0, 3, 2, 6]",67,0
"[7, 5, 1, 4, 0, 3, 2, 6]",68,1
"[7, 5, 1, 4, 0, 3, 2, 6]",69,0
"[7, 5, 1, 4, 0, 3, 2, 6]",70,0
"[7, 5, 1, 4, 0, 3, 2, 6]",71,1
"[7, 5, 1, 4, 0, 3, 2, 6]",72,0
"[7, 5, 1, 4, 0, 3, 2, 6]",73,0
"[7, 5, 1, 4, 0, 3, 2, 6]",74,0
"[7, 5, 1, 4, 0, 3, 2, 6]",75,0
"[7, 5, 1, 4, 0, 3, 2, 6]",76,0
"[7, 5, 1, 4, 0, 3, 2, 6]",77,0
"[7, 5, 1, 4, 0, 3, 2, 6]",78,0
"[7, 5, 1, 4, 0, 3, 2, 6]",79,1
"[7, 5, 1, 4, 0, 3, 2, 6]",80,1
"[7, 5, 1, 4, 0, 3, 2, 6]",81,1
"[7, 5, 1, 4, 0, 3, 2, 6]",82,1
"[7, 5, 1, 4, 0, 3, 2, 6]",83,0
"[7, 5, 1, 4, 0, 3, 2, 6]",84,1
"[7, 5, 1, 4, 0, 3, 2, 6]",85,0
"[7, 5, 1, 4, 0, 3, 2, 6]",86,0
"[7, 5, 1, 4, 0, 3, 2, 6]",87,1
"[7, 5, 1, 4, 0, 3, 2, 6]",88,1
"[7, 5, 1, 4, 0, 3, 2, 6]",89,0
"[7, 5, 1, 4, 0, 3, 2, 6]",90,0
"[7, 5, 1, 4, 0, 3, 2, 6]",91,0
"[7, 5, 1, 4, 0, 3, 2, 6]",92,0
"[7, 5, 1, 4, 0, 3, 2, 6]",93,0
"[7, 5, 1, 4, 0, 3, 2, 6]",94,1
"[7, 5, 1, 4, 0, 3, 2, 6]",95,1
"[7, 5, 1, 4, 0, 3, 2, 6]",96,0
"[7, 5, 1, 4, 0, 3, 2, 6]",97,0
"[7, 5, 1, 4, 0, 3, 2, 6]",98,1
"[7, 5, 1, 4, 0, 3, 2, 6]",99,0
"[4, 5, 0, 6, 1, 3, 7, 2]",0,0
"[4, 5, 0, 6, 1, 3, 7, 2]",1,0
"[4, 5, 0, 6, 1, 3, 7, 2]",2,0
"[4, 5, 0, 6, 1, 3, 7, 2]",3,1
"[4, 5, 0, 6, 1, 3, 7, 2]",4,0
"[4, 5, 0, 6, 1, 3, 7, 2]",5,0
"[4, 5, 0, 6, 1, 3, 7, 2]",6,1
"[4, 5, 0, 6, 1, 3, 7, 2]",7,0
"[4, 5, 0, 6, 1, 3, 7, 2]",8,0
"[4, 5, 0, 6, 1, 3, 7, 2]",9,1
"[4, 5, 0, 6, 1, 3, 7, 2]",10,0
"[4, 5, 0, 6, 1, 3, 7, 2]",11,0
"[4, 5, 0, 6, 1, 3, 7, 2]",12,0
"[4, 5, 0, 6, 1, 3, 7, 2]",13,0
"[4, 5, 0, 6, 1, 3, 7, 2]",14,1
"[4, 5, 0, 6, 1, 3, 7, 2]",15,1
"[4, 5, 0, 6, 1, 3, 7, 2]",16,0
"[4, 5, 0, 6, 1, 3, 7, 2]",17,1
"[4, 5, 0, 6, 1, 3, 7, 2]",18,1
"[4, 5, 0, 6, 1, 3, 7, 2]",19,1
"[4, 5, 0, 6, 1, 3, 7, 2]",20,0
"[4, 5, 0, 6, 1, 3, 7, 2]",21,1
"[4, 5, 0, 6, 1, 3, 7, 2]",22,1
"[4, 5, 0, 6, 1, 3, 7, 2]",23,0
"[4, 5, 0, 6, 1, 3, 7, 2]",24,0
"[4, 5, 0, 6, 1, 3, 7, 2]",25,0
"[4, 5, 0, 6, 1, 3, 7, 2]",26,0
"[4, 5, 0, 6, 1, 3, 7, 2]",27,1
"[4, 5, 0, 6, 1, 3, 7, 2]",28,1
"[4, 5, 0, 6, 1, 3, 7, 2]",29,1
"[4, 5, 0, 6, 1, 3, 7, 2]",30,1
"[4, 5, 0, 6, 1, 3, 7, 2]",31,1
"[4, 5, 0, 6, 1, 3, 7, 2]",32,0
"[4, 5, 0, 6, 1, 3, 7, 2]",33,0
"[4, 5, 0, 6, 1, 3, 7, 2]",34,0
"[4, 5, 0, 6, 1, 3, 7, 2]",35,1
"[4, 5, 0, 6, 1, 3, 7, 2]",36,0
"[4, 5, 0, 6, 1, 3, 7, 2]",37,1
"[4, 5, 0, 6, 1, 3, 7, 2]",38,0
"[4, 5, 0, 6, 1, 3, 7, 2]",39,0
"[4, 5, 0, 6, 1, 3, 7, 2]",40,0
"[4, 5, 0, 6, 1, 3, 7, 2]",41,1
"[4, 5, 0, 6, 1, 3, 7, 2]",42,0
"[4, 5, 0, 6, 1, 3, 7, 2]",43,0
"[4, 5, 0, 6, 1, 3, 7, 2]",44,0
"[4, 5, 0, 6, 1, 3, 7, 2]",45,0
"[4, 5, 0, 6, 1, 3, 7, 2]",46,1
"[4, 5, 0, 6, 1, 3, 7, 2]",47,1
"[4, 5, 0, 6, 1, 3, 7, 2]",48,1
"[4, 5, 0, 6, 1, 3, 7, 2]",49,1
"[4, 5, 0, 6, 1, 3, 7, 2]",50,1
"[4, 5, 0, 6, 1, 3, 7, 2]",51,0
"[4, 5, 0, 6, 1, 3, 7, 2]",52,0
"[4, 5, 0, 6, 1, 3, 7, 2]",53,0
"[4, 5, 0, 6, 1, 3, 7, 2]",54,0
"[4, 5, 0, 6, 1, 3, 7, 2]",55,0
"[4, 5, 0, 6, 1, 3, 7, 2]",56,0
"[4, 5, 0, 6, 1, 3, 7, 2]",57,0
"[4, 5, 0, 6, 1, 3, 7, 2]",58,0
"[4, 5, 0, 6, 1, 3, 7, 2]",59,0
"[4, 5, 0, 6, 1, 3, 7, 2]",60,0
"[4, 5, 0, 6, 1, 3, 7, 2]",61,1
"[4, 5, 0, 6, 1, 3, 7, 2]",62,1
"[4, 5, 0, 6, 1, 3, 7, 2]",63,1
"[4, 5, 0, 6, 1, 3, 7, 2]",64,1
"[4, 5, 0, 6, 1, 3, 7, 2]",65,0
"[4, 5, 0, 6, 1, 3, 7, 2]",66,0
"[4, 5, 0, 6, 1, 3, 7, 2]",67,0
"[4, 5, 0, 6, 1, 3, 7, 2]",68,0
"[4, 5, 0, 6, 1, 3, 7, 2]",69,0
"[4, 5, 0, 6, 1, 3, 7, 2]",70,0
"[4, 5, 0, 6, 1, 3, 7, 2]",71,1
"[4, 5, 0, 6, 1, 3, 7, 2]",72,0
"[4, 5, 0, 6, 1, 3, 7, 2]",73,0
"[4, 5, 0, 6, 1, 3, 7, 2]",74,0
"[4, 5, 0, 6, 1, 3, 7, 2]",75,0
"[4, 5, 0, 6, 1, 3, 7, 2]",76,0
"[4, 5, 0, 6, 1, 3, 7, 2]",77,0
"[4, 5, 0, 6, 1, 3, 7, 2]",78,0
"[4, 5, 0, 6, 1, 3, 7, 2]",79,1
"[4, 5, 0, 6, 1, 3, 7, 2]",80,0
"[4, 5, 0, 6, 1, 3, 7, 2]",81,0
"[4, 5, 0, 6, 1, 3, 7, 2]",82,0
"[4, 5, 0, 6, 1, 3, 7, 2]",83,0
"[4, 5, 0, 6, 1, 3, 7, 2]",84,0
"[4, 5, 0, 6, 1, 3, 7, 2]",85,0
"[4, 5, 0, 6, 1, 3, 7, 2]",86,0
"[4, 5, 0, 6, 1, 3, 7, 2]",87,1
"[4, 5, 0, 6, 1, 3, 7, 2]",88,1
"[4, 5, 0, 6, 1, 3, 7, 2]",89,0
"[4, 5, 0, 6, 1, 3, 7, 2]",90,0
"[4, 5, 0, 6, 1, 3, 7, 2]",91,0
"[4, 5, 0, 6, 1, 3, 7, 2]",92,0
"[4, 5, 0, 6, 1, 3, 7, 2]",93,1
"[4, 5, 0, 6, 1, 3, 7, 2]",94,1
"[4, 5, 0, 6, 1, 3, 7, 2]",95,1
"[4, 5, 0, 6, 1, 3, 7, 2]",96,1
"[4, 5, 0, 6, 1, 3, 7, 2]",97,0
"[4, 5, 0, 6, 1, 3, 7, 2]",98,1
"[4, 5, 0, 6, 1, 3, 7, 2]",99,0
"[0, 3, 2, 4, 1, 7, 5, 6]",0,0
"[0, 3, 2, 4, 1, 7, 5, 6]",1,0
"[0, 3, 2, 4, 1, 7, 5, 6]",2,0
"[0, 3, 2, 4, 1, 7, 5, 6]",3,0
"[0, 3, 2, 4, 1, 7, 5, 6]",4,1
"[0, 3, 2, 4, 1, 7, 5, 6]",5,0
"[0, 3, 2, 4, 1, 7, 5, 6]",6,0
"[0, 3, 2, 4, 1, 7, 5, 6]",7,0
"[0, 3, 2, 4, 1, 7, 5, 6]",8,0
"[0, 3, 2, 4, 1, 7, 5, 6]",9,1
"[0, 3, 2, 4, 1, 7, 5, 6]",10,0
"[0, 3, 2, 4, 1, 7, 5, 6]",11,1
"[0, 3, 2, 4, 1, 7, 5, 6]",12,0
"[0, 3, 2, 4, 1, 7, 5, 6]",13,1
"[0, 3, 2, 4, 1, 7, 5, 6]",14,0
"[0, 3, 2, 4, 1, 7, 5, 6]",15,0
"[0, 3, 2, 4, 1, 7, 5, 6]",16,0
"[0, 3, 2, 4, 1, 7, 5, 6]",17,0
"[0, 3, 2, 4, 1, 7, 5, 6]",18,0
"[0, 3, 2, 4, 1, 7, 5, 6]",19,1
"[0, 3, 2, 4, 1, 7, 5, 6]",20,0
"[0, 3, 2, 4, 1, 7, 5, 6]",21,0
"[0, 3, 2, 4, 1, 7, 5, 6]",22,0
"[0, 3, 2, 4, 1, 7, 5, 6]",23,0
"[0, 3, 2, 4, 1, 7, 5, 6]",24,0
"[0, 3, 2, 4, 1, 7, 5, 6]",25,0
"[0, 3, 2, 4, 1, 7, 5, 6]",26,0
"[0, 3, 2, 4, 1, 7, 5, 6]",27,1
"[0, 3, 2, 4, 1, 7, 5, 6]",28,0
"[0, 3, 2, 4, 1, 7, 5, 6]",29,0
"[0, 3, 2, 4, 1, 7, 5, 6]",30,1
"[0, 3, 2, 4, 1, 7, 5, 6]",31,0
"[0, 3, 2, 4, 1, 7, 5, 6]",32,0
"[0, 3, 2, 4, 1, 7, 5, 6]",33,1
"[0, 3, 2, 4, 1, 7, 5, 6]",34,1
"[0, 3, 2, 4, 1, 7, 5, 6]",35,1
"[0, 3, 2, 4, 1, 7, 5, 6]",36,0
"[0, 3, 2, 4, 1, 7, 5, 6]",37,1
"[0, 3, 2, 4, 1, 7, 5, 6]",38,0
"[0, 3, 2, 4, 1, 7, 5, 6]",39,0
"[0, 3, 2, 4, 1, 7, 5, 6]",40,1
"[0, 3, 2, 4, 1, 7, 5, 6]",41,0
"[0, 3, 2, 4, 1, 7, 5, 6]",42,1
"[0, 3, 2, 4, 1, 7, 5, 6]",43,1
"[0, 3, 2, 4, 1, 7, 5, 6]",44,0
"[0, 3, 2, 4, 1, 7, 5, 6]",45,0
"[0, 3, 2, 4, 1, 7, 5, 6]",46,0
"[0, 3, 2, 4, 1, 7, 5, 6]",47,0
"[0, 3, 2, 4, 1, 7, 5, 6]",48,0
"[0, 3, 2, 4, 1, 7, 5, 6]",49,0
"[0, 3, 2, 4, 1, 7, 5, 6]",50,1
"[0, 3, 2, 4, 1, 7, 5, 6]",51,0
"[0, 3, 2, 4, 1, 7, 5, 6]",52,0
"[0, 3, 2, 4, 1, 7, 5, 6]",53,1
"[0, 3, 2, 4, 1, 7, 5, 6]",54,0
"[0, 3, 2, 4, 1, 7, 5, 6]",55,0
"[0, 3, 2, 4, 1, 7, 5, 6]",56,1
"[0, 3, 2, 4, 1, 7, 5, 6]",57,0
"[0, 3, 2, 4, 1, 7, 5, 6]",58,0
"[0, 3, 2, 4, 1, 7, 5, 6]",59,0
"[0, 3, 2, 4, 1, 7, 5, 6]",60,0
"[0, 3, 2, 4, 1, 7, 5, 6]",61,1
"[0, 3, 2, 4, 1, 7, 5, 6]",62,0
"[0, 3, 2, 4, 1, 7, 5, 6]",63,0
"[0, 3, 2, 4, 1, 7, 5, 6]",64,0
"[0, 3, 2, 4, 1, 7, 5, 6]",65,0
"[0, 3, 2, 4, 1, 7, 5, 6]",66,0
"[0, 3, 2, 4, 1, 7, 5, 6]",67,1
"[0, 3, 2, 4, 1, 7, 5, 6]",68,1
"[0, 3, 2, 4, 1, 7, 5, 6]",69,0
"[0, 3, 2, 4, 1, 7, 5, 6]",70,1
"[0, 3, 2, 4, 1, 7, 5, 6]",71,1
"[0, 3, 2, 4, 1, 7, 5, 6]",72,0
"[0, 3, 2, 4, 1, 7, 5, 6]",73,0
"[0, 3, 2, 4, 1, 7, 5, 6]",74,0
"[0, 3, 2, 4, 1, 7, 5, 6]",75,1
"[0, 3, 2, 4, 1, 7, 5, 6]",76,0
"[0, 3, 2, 4, 1, 7, 5, 6]",77,0
"[0, 3, 2, 4, 1, 7, 5, 6]",78,0
"[0, 3, 2, 4, 1, 7, 5, 6]",79,1
"[0, 3, 2, 4, 1, 7, 5, 6]",80,0
"[0, 3, 2, 4, 1, 7, 5, 6]",81,0
"[0, 3, 2, 4, 1, 7, 5, 6]",82,0
"[0, 3, 2, 4, 1, 7, 5, 6]",83,0
"[0, 3, 2, 4, 1, 7, 5, 6]",84,0
"[0, 3, 2, 4, 1, 7, 5, 6]",85,0
"[0, 3, 2, 4, 1, 7, 5, 6]",86,0
"[0, 3, 2, 4, 1, 7, 5, 6]",87,1
"[0, 3, 2, 4, 1, 7, 5, 6]",88,1
"[0, 3, 2, 4, 1, 7, 5, 6]",89,0
"[0, 3, 2, 4, 1, 7, 5, 6]",90,0
"[0, 3, 2, 4, 1, 7, 5, 6]",91,0
"[0, 3, 2, 4, 1, 7, 5, 6]",92,0
"[0, 3, 2, 4, 1, 7, 5, 6]",93,1
"[0, 3, 2, 4, 1, 7, 5, 6]",94,1
"[0, 3, 2, 4, 1, 7, 5, 6]",95,1
"[0, 3, 2, 4, 1, 7, 5, 6]",96,0
"[0, 3, 2, 4, 1, 7, 5, 6]",97,0
"[0, 3, 2, 4, 1, 7, 5, 6]",98,1
"[0, 3, 2, 4, 1, 7, 5, 6]",99,0
"[1, 5, 2, 7, 6, 0, 3, 4]",0,0
"[1, 5, 2, 7, 6, 0, 3, 4]",1,1
"[1, 5, 2, 7, 6, 0, 3, 4]",2,0
"[1, 5, 2, 7, 6, 0, 3, 4]",3,0
"[1, 5, 2, 7, 6, 0, 3, 4]",4,0
"[1, 5, 2, 7, 6, 0, 3, 4]",5,0
"[1, 5, 2, 7, 6, 0, 3, 4]",6,0
"[1, 5, 2, 7, 6, 0, 3, 4]",7,1
"[1, 5, 2, 7, 6, 0, 3, 4]",8,0
"[1, 5, 2, 7, 6, 0, 3, 4]",9,0
"[1, 5, 2, 7, 6, 0, 3, 4]",10,0
"[1, 5, 2, 7, 6, 0, 3, 4]",11,0
"[1, 5, 2, 7, 6, 0, 3, 4]",12,0
"[1, 5, 2, 7, 6, 0, 3, 4]",13,1
"[1, 5, 2, 7, 6, 0, 3, 4]",14,0
"[1, 5, 2, 7, 6, 0, 3, 4]",15,0
"[1, 5, 2, 7, 6, 0, 3, 4]",16,0
"[1, 5, 2, 7, 6, 0, 3, 4]",17,1
"[1, 5, 2, 7, 6, 0, 3, 4]",18,0
"[1, 5, 2, 7, 6, 0, 3, 4]",19,1
"[1, 5, 2, 7, 6, 0, 3, 4]",20,0
"[1, 5, 2, 7, 6, 0, 3, 4]",21,1
"[1, 5, 2, 7, 6, 0, 3, 4]",22,0
"[1, 5, 2, 7, 6, 0, 3, 4]",23,0
"[1, 5, 2, 7, 6, 0, 3, 4]",24,0
"[1, 5, 2, 7, 6, 0, 3, 4]",25,0
"[1, 5, 2, 7, 6, 0, 3, 4]",26,1
"[1, 5, 2, 7, 6, 0, 3, 4]",27,1
"[1, 5, 2, 7, 6, 0, 3, 4]",28,1
"[1, 5, 2, 7, 6, 0, 3, 4]",29,0
"[1, 5, 2, 7, 6, 0, 3, 4]",30,0
"[1, 5, 2, 7, 6, 0, 3, 4]",31,1
"[1, 5, 2, 7, 6, 0, 3, 4]",32,0
"[1, 5, 2, 7, 6, 0, 3, 4]",33,0
"[1, 5, 2, 7, 6, 0, 3, 4]",34,1
"[1, 5, 2, 7, 6, 0, 3, 4]",35,1
"[1, 5, 2, 7, 6, 0, 3, 4]",36,0
"[1, 5, 2, 7, 6, 0, 3, 4]",37,1
"[1, 5, 2, 7, 6, 0, 3, 4]",38,0
"[1, 5, 2, 7, 6, 0, 3, 4]",39,0
"[1, 5, 2, 7, 6, 0, 3, 4]",40,1
"[1, 5, 2, 7, 6, 0, 3, 4]",41,1
"[1, 5, 2, 7, 6, 0, 3, 4]",42,0
"[1, 5, 2, 7, 6, 0, 3, 4]",43,1
"[1, 5, 2, 7, 6, 0, 3, 4]",44,0
"[1, 5, 2, 7, 6, 0, 3, 4]",45,0
"[1, 5, 2, 7, 6, 0, 3, 4]",46,1
"[1, 5, 2, 7, 6, 0, 3, 4]",47,0
"[1, 5, 2, 7, 6, 0, 3, 4]",48,1
"[1, 5, 2, 7, 6, 0, 3, 4]",49,0
"[1, 5, 2, 7, 6, 0, 3, 4]",50,1
"[1, 5, 2, 7, 6, 0, 3, 4]",51,1
"[1, 5, 2, 7, 6, 0, 3, 4]",52,0
"[1, 5, 2, 7, 6, 0, 3, 4]",53,1
"[1, 5, 2, 7, 6, 0, 3, 4]",54,0
"[1, 5, 2, 7, 6, 0, 3, 4]",55,0
"[1, 5, 2, 7, 6, 0, 3, 4]",56,1
"[1, 5, 2, 7, 6, 0, 3, 4]",57,0
"[1, 5, 2, 7, 6, 0, 3, 4]",58,0
"[1, 5, 2, 7, 6, 0, 3, 4]",59,0
"[1, 5, 2, 7, 6, 0, 3, 4]",60,0
"[1, 5, 2, 7, 6, 0, 3, 4]",61,1
"[1, 5, 2, 7, 6, 0, 3, 4]",62,0
"[1, 5, 2, 7, 6, 0, 3, 4]",63,0
"[1, 5, 2, 7, 6, 0, 3, 4]",64,0
"[1, 5, 2, 7, 6, 0, 3, 4]",65,0
"[1, 5, 2, 7, 6, 0, 3, 4]",66,0
"[1, 5, 2, 7, 6, 0, 3, 4]",67,0
"[1, 5, 2, 7, 6, 0, 3, 4]",68,0
"[1, 5, 2, 7, 6, 0, 3, 4]",69,1
"[1, 5, 2, 7, 6, 0, 3, 4]",70,1
"[1, 5, 2, 7, 6, 0, 3, 4]",71,1
"[1, 5, 2, 7, 6, 0, 3, 4]",72,1
"[1, 5, 2, 7, 6, 0, 3, 4]",73,0
"[1, 5, 2, 7, 6, 0, 3, 4]",74,0
"[1, 5, 2, 7, 6, 0, 3, 4]",75,1
"[1, 5, 2, 7, 6, 0, 3, 4]",76,0
"[1, 5, 2, 7, 6, 0, 3, 4]",77,0
"[1, 5, 2, 7, 6, 0, 3, 4]",78,0
"[1, 5, 2, 7, 6, 0, 3, 4]",79,0
"[1, 5, 2, 7, 6, 0, 3, 4]",80,0
"[1, 5, 2, 7, 6, 0, 3, 4]",81,0
"[1, 5, 2, 7, 6, 0, 3, 4]",82,0
"[1, 5, 2, 7, 6, 0, 3, 4]",83,0
"[1, 5, 2, 7, 6, 0, 3, 4]",84,1
"[1, 5, 2, 7, 6, 0, 3, 4]",85,1
"[1, 5, 2, 7, 6, 0, 3, 4]",86,0
"[1, 5, 2, 7, 6, 0, 3, 4]",87,1
"[1, 5, 2, 7, 6, 0, 3, 4]",88,1
"[1, 5, 2, 7, 6, 0, 3, 4]",89,0
"[1, 5, 2, 7, 6, 0, 3, 4]",90,0
"[1, 5, 2, 7, 6, 0, 3, 4]",91,0
"[1, 5, 2, 7, 6, 0, 3, 4]",92,0
"[1, 5, 2, 7, 6, 0, 3, 4]",93,1
"[1, 5, 2, 7, 6, 0, 3, 4]",94,0
"[1, 5, 2, 7, 6, 0, 3, 4]",95,1
"[1, 5, 2, 7, 6, 0, 3, 4]",96,0
"[1, 5, 2, 7, 6, 0, 3, 4]",97,1
"[1, 5, 2, 7, 6, 0, 3, 4]",98,1
"[1, 5, 2, 7, 6, 0, 3, 4]",99,1
"[6, 0, 7, 5, 1, 4, 3, 2]",0,0
"[4, 7, 6, 3, 1, 2, 0, 5]",23,0
"[6, 0, 7, 5, 1, 4, 3, 2]",1,0
"[6, 0, 7, 5, 1, 4, 3, 2]",2,0
"[6, 0, 7, 5, 1, 4, 3, 2]",3,0
"[6, 0, 7, 5, 1, 4, 3, 2]",4,0
"[6, 0, 7, 5, 1, 4, 3, 2]",5,0
"[6, 0, 7, 5, 1, 4, 3, 2]",6,1
"[6, 0, 7, 5, 1, 4, 3, 2]",7,0
"[6, 0, 7, 5, 1, 4, 3, 2]",8,0
"[6, 0, 7, 5, 1, 4, 3, 2]",9,1
"[6, 0, 7, 5, 1, 4, 3, 2]",10,0
"[6, 0, 7, 5, 1, 4, 3, 2]",11,0
"[6, 0, 7, 5, 1, 4, 3, 2]",12,0
"[6, 0, 7, 5, 1, 4, 3, 2]",13,0
"[6, 0, 7, 5, 1, 4, 3, 2]",14,0
"[6, 0, 7, 5, 1, 4, 3, 2]",15,0
"[6, 0, 7, 5, 1, 4, 3, 2]",16,0
"[6, 0, 7, 5, 1, 4, 3, 2]",17,0
"[6, 0, 7, 5, 1, 4, 3, 2]",18,0
"[6, 0, 7, 5, 1, 4, 3, 2]",19,0
"[6, 0, 7, 5, 1, 4, 3, 2]",20,0
"[6, 0, 7, 5, 1, 4, 3, 2]",21,0
"[6, 0, 7, 5, 1, 4, 3, 2]",22,0
"[6, 0, 7, 5, 1, 4, 3, 2]",23,0
"[6, 0, 7, 5, 1, 4, 3, 2]",24,0
"[6, 0, 7, 5, 1, 4, 3, 2]",25,0
"[6, 0, 7, 5, 1, 4, 3, 2]",26,0
"[6, 0, 7, 5, 1, 4, 3, 2]",27,1
"[6, 0, 7, 5, 1, 4, 3, 2]",28,0
"[6, 0, 7, 5, 1, 4, 3, 2]",29,0
"[6, 0, 7, 5, 1, 4, 3, 2]",30,0
"[6, 0, 7, 5, 1, 4, 3, 2]",31,0
"[6, 0, 7, 5, 1, 4, 3, 2]",32,0
"[6, 0, 7, 5, 1, 4, 3, 2]",33,1
"[6, 0, 7, 5, 1, 4, 3, 2]",34,0
"[6, 0, 7, 5, 1, 4, 3, 2]",35,0
"[6, 0, 7, 5, 1, 4, 3, 2]",36,0
"[6, 0, 7, 5, 1, 4, 3, 2]",37,1
"[6, 0, 7, 5, 1, 4, 3, 2]",38,0
"[6, 0, 7, 5, 1, 4, 3, 2]",39,0
"[6, 0, 7, 5, 1, 4, 3, 2]",40,0
"[6, 0, 7, 5, 1, 4, 3, 2]",41,0
"[6, 0, 7, 5, 1, 4, 3, 2]",42,0
"[6, 0, 7, 5, 1, 4, 3, 2]",43,1
"[6, 0, 7, 5, 1, 4, 3, 2]",44,0
"[6, 0, 7, 5, 1, 4, 3, 2]",45,0
"[6, 0, 7, 5, 1, 4, 3, 2]",46,1
"[6, 0, 7, 5, 1, 4, 3, 2]",47,0
"[6, 0, 7, 5, 1, 4, 3, 2]",48,0
"[6, 0, 7, 5, 1, 4, 3, 2]",49,0
"[6, 0, 7, 5, 1, 4, 3, 2]",50,1
"[6, 0, 7, 5, 1, 4, 3, 2]",51,0
"[6, 0, 7, 5, 1, 4, 3, 2]",52,0
"[6, 0, 7, 5, 1, 4, 3, 2]",53,0
"[6, 0, 7, 5, 1, 4, 3, 2]",54,0
"[6, 0, 7, 5, 1, 4, 3, 2]",55,0
"[6, 0, 7, 5, 1, 4, 3, 2]",56,0
"[6, 0, 7, 5, 1, 4, 3, 2]",57,0
"[6, 0, 7, 5, 1, 4, 3, 2]",58,0
"[6, 0, 7, 5, 1, 4, 3, 2]",59,0
"[6, 0, 7, 5, 1, 4, 3, 2]",60,0
"[6, 0, 7, 5, 1, 4, 3, 2]",61,1
"[6, 0, 7, 5, 1, 4, 3, 2]",62,1
"[6, 0, 7, 5, 1, 4, 3, 2]",63,1
"[6, 0, 7, 5, 1, 4, 3, 2]",64,1
"[6, 0, 7, 5, 1, 4, 3, 2]",65,0
"[6, 0, 7, 5, 1, 4, 3, 2]",66,0
"[6, 0, 7, 5, 1, 4, 3, 2]",67,0
"[6, 0, 7, 5, 1, 4, 3, 2]",68,0
"[6, 0, 7, 5, 1, 4, 3, 2]",69,0
"[6, 0, 7, 5, 1, 4, 3, 2]",70,0
"[6, 0, 7, 5, 1, 4, 3, 2]",71,0
"[6, 0, 7, 5, 1, 4, 3, 2]",72,1
"[6, 0, 7, 5, 1, 4, 3, 2]",73,1
"[6, 0, 7, 5, 1, 4, 3, 2]",74,0
"[6, 0, 7, 5, 1, 4, 3, 2]",75,0
"[6, 0, 7, 5, 1, 4, 3, 2]",76,0
"[6, 0, 7, 5, 1, 4, 3, 2]",77,0
"[6, 0, 7, 5, 1, 4, 3, 2]",78,0
"[6, 0, 7, 5, 1, 4, 3, 2]",79,0
"[6, 0, 7, 5, 1, 4, 3, 2]",80,0
"[6, 0, 7, 5, 1, 4, 3, 2]",81,0
"[6, 0, 7, 5, 1, 4, 3, 2]",82,0
"[6, 0, 7, 5, 1, 4, 3, 2]",83,0
"[6, 0, 7, 5, 1, 4, 3, 2]",84,0
"[6, 0, 7, 5, 1, 4, 3, 2]",85,1
"[6, 0, 7, 5, 1, 4, 3, 2]",86,0
"[6, 0, 7, 5, 1, 4, 3, 2]",87,0
"[6, 0, 7, 5, 1, 4, 3, 2]",88,0
"[6, 0, 7, 5, 1, 4, 3, 2]",89,0
"[6, 0, 7, 5, 1, 4, 3, 2]",90,0
"[6, 0, 7, 5, 1, 4, 3, 2]",91,1
"[6, 0, 7, 5, 1, 4, 3, 2]",92,0
"[6, 0, 7, 5, 1, 4, 3, 2]",93,0
"[6, 0, 7, 5, 1, 4, 3, 2]",94,0
"[6, 0, 7, 5, 1, 4, 3, 2]",95,0
